id,start_pos,end_pos,type,alias,wb_id,score
34,3137,3144,PER,Jupiter >> en,Q319,-0.3929864168167114
34,3332,3340,PER,Lodovico Sforza >> en,Q236853,-1.050819754600525
34,3353,3361,LOC,Florence >> en,Q2044,-0.181809201836586
34,3392,3402,LOC,Settignano >> en,Q942605,-0.1483396291732788
35,12,24,PER,Michelangelo >> en,Q5592,-1.4225497245788574
35,43,48,MISC,Pietà >> en,Q223689,-0.16265927255153656
35,71,76,PER,Giant >> en,Q3707571,-0.3111187517642975
35,71,76,PER,Giant >> en,Q3707571,-0.3111187517642975
35,80,88,LOC,Florence >> en,Q2044,-0.1771339476108551
35,152,169,PER,Pope Alexander VI >> en,Q108316,-0.20515549182891846
35,186,195,PER,Pope Julius II >> en,Q80516,-0.16723081469535828
35,231,243,PER,Michelangelo >> en,Q5592,-1.5516875982284546
35,322,331,PER,Pope Julius II >> en,Q80516,-0.16514438390731812
35,450,456,PER,Pope >> en,Q19546,-0.3356812596321106
35,497,501,LOC,Rome >> en,Q220,-0.2328556478023529
35,594,600,PER,Pope >> en,Q19546,-0.342734158039093
35,697,709,PER,Michelangelo >> en,Q5592,-1.5262446403503418
35,850,861,PER,Pope Julius >> en,Q1159107,-0.389265239238739
35,927,954,LOC,San Pietro in Vaticano >> en,Q12512,0.17939996719360352
35,950,954,LOC,Rome >> en,Q220,-0.23122647404670715
35,1035,1047,PER,Michelangelo >> en,Q5592,-1.4050743579864502
35,1123,1130,LOC,Carrara >> en,Q13372,-0.2106591761112213
35,1229,1246,PER,Alamanno Salviati >> en,Q2830440,0.08408045768737793
35,1250,1258,PER,Florence >> en,Q2044,-0.18215927481651306
35,1665,1669,LOC,Rome >> en,Q220,-0.23685459792613983
35,1698,1717,LOC,Piazza San Pietro >> en,Q83425,-0.05119544267654419
35,1708,1717,PER,St. Peter's Basilica >> en,Q12512,0.07702255249023438
35,1731,1742,LOC,Santa Caterina di Valfurva >> en,Q2141665,-1.2931323051452637
35,1801,1809,LOC,Castello >> en,Q416274,-1.3204292058944702
35,1825,1837,PER,Michelangelo >> en,Q5592,-1.5733026266098022
35,1937,1941,PER,Pope >> en,Q19546,-0.21725969016551971
36,0,24,PER,Nanni di Banco >> en,Q465917,0.04713338613510132
36,6,24,PER,D'Antonio >> en,Q56538114,-2.8736114501953125
36,492,498,PER,Donato >> en,Q411627,-1.138113021850586
36,683,691,LOC,Florence >> en,Q2044,-0.17218056321144104
36,697,706,PER,Philip the Apostle >> en,Q43675,-0.520351767539978
36,762,785,LOC,Orsanmichele >> en,Q860816,-0.5521559715270996
36,822,828,PER,Donato >> en,Q411627,-1.0497502088546753
36,836,855,ORG,Guild of Saint Luke >> en,Q1110992,-0.6277546882629395
36,964,970,PER,Donato >> en,Q411627,-1.2255852222442627
36,975,980,PER,Nanni di Banco >> en,Q465917,0.3567013740539551
36,1219,1225,PER,Donato >> en,Q411627,-1.1214009523391724
36,1315,1321,PER,Donato >> en,Q411627,-1.5365456342697144
36,1327,1334,PER,Consul (representative) >> en,Q207978,-0.9284185171127319
36,1343,1348,ORG,Guild >> en,Q939871,-0.39173373579978943
36,1516,1522,PER,Donato >> en,Q411627,-1.536283254623413
36,1563,1568,PER,Nanni di Banco >> en,Q465917,0.35131651163101196
36,1661,1668,PER,Consulat >> en,Q877619,-0.936674952507019
36,1696,1702,PER,Donato >> en,Q411627,-1.3874322175979614
37,28,33,PER,"San Lorenzo, Florence >> en",Q573881,-0.9632000923156738
37,60,83,LOC,Orsanmichele >> en,Q860816,-0.7390804886817932
37,112,129,ORG,Guilds of Florence >> en,Q744544,-0.6690629124641418
37,158,163,PER,Nanni >> en,Q21157457,-0.9418140053749084
37,257,262,PER,Orsanmichele >> en,Q860816,-1.0554343461990356
37,268,275,PER,Farrier >> en,Q694579,-0.4890565872192383
37,324,329,PER,Nanni >> en,Q21157457,-1.3810406923294067
37,531,536,PER,Nanni >> en,Q21157457,-1.3250031471252441
37,639,647,LOC,Florence >> en,Q2044,-0.17207500338554382
38,381,386,PER,Palma Vecchio >> en,Q9342,0.23098155856132507
38,732,737,PER,Palma Vecchio >> en,Q9342,-0.0025648772716522217
38,924,930,PER,Venice >> en,Q641,-0.1856272965669632
38,1220,1230,LOC,Sant'Antonio di Padova >> en,Q167477,-1.2953826189041138
38,1237,1245,LOC,Castello >> en,Q416274,-0.9886628985404968
38,1250,1256,LOC,Venice >> en,Q641,-0.18209469318389893
38,1274,1282,LOC,Santa Elena >> en,Q234489,-1.3487300872802734
38,1293,1297,LOC,Lido di Venezia >> en,Q226221,0.0032484233379364014
38,1309,1331,ORG,Monte Oliveto Maggiore >> en,Q1247143,-0.055381953716278076
38,1318,1331,LOC,Territorial Abbey of Monte Oliveto Maggiore >> en,Q1247143,-0.3783932328224182
38,1427,1468,MISC,Biblical Magi >> en,Q51671,-1.0174797773361206
38,1427,1431,PER,Biblical Magi >> en,Q51671,-0.4672917425632477
38,1462,1468,PER,Jesus >> en,Q302,0.13973844051361084
39,25,32,LOC,Romagna >> en,Q244482,-0.18986734747886658
39,68,78,PER,Rondinelli >> en,Q16882261,-3.5667479038238525
39,131,147,PER,Giovanni Bellini >> en,Q17169,-0.11367190629243851
39,210,220,PER,Rondinelli >> en,Q16882261,-3.465832233428955
39,236,252,PER,Giovanni Bellini >> en,Q17169,-0.10112781077623367
39,430,444,LOC,Forlì >> en,Q13367,-1.6792243719100952
39,439,444,LOC,Forlì >> en,Q13367,-0.19545479118824005
39,454,460,PER,Jesus >> en,Q302,0.15065616369247437
39,472,481,MISC,Eucharist >> en,Q66086,-0.30024558305740356
39,489,497,PER,Apostles >> en,Q43412,-0.21076582372188568
39,612,623,PER,Dead Christ >> en,Q27795958,-1.2256866693496704
39,617,623,PER,Christ >> en,Q302,0.10564327239990234
39,737,746,PER,Helena (empress) >> en,Q170164,-0.18521346151828766
39,766,785,PER,Constantine the Great >> en,Q8413,-0.16574320197105408
39,809,814,MISC,Christian cross >> en,Q392371,-0.34698495268821716
39,851,863,PER,Saint Sebastian >> en,Q183332,-0.16668327152729034
39,940,958,PER,Santa Maria Maddalena >> en,Q1817386,-0.683255672454834
39,967,983,LOC,Ravenna Cathedral >> en,Q2942769,-0.26814889907836914
39,976,983,LOC,Ravenna >> en,Q13364,-0.20170463621616364
39,1015,1019,PER,Oil painting >> en,Q174705,-0.2395317554473877
39,1057,1062,PER,Saint >> en,Q43115,-0.20085884630680084
39,1165,1171,PER,Jesus >> en,Q302,0.0779375433921814
39,1185,1199,PER,Mary Magdalene >> en,Q63070,-0.16878259181976318
39,1238,1246,PER,Saint Peter >> en,Q33923,-0.211920827627182
39,1299,1305,PER,Jesus >> en,Q302,0.14387398958206177
39,1328,1351,MISC,Baptism of Jesus >> en,Q217048,-0.12297630310058594
39,1339,1351,PER,Jesus >> en,Q302,-0.14997705817222595
39,1385,1408,LOC,"San Giovanni Evangelista, Ravenna >> en",Q747427,-0.674274206161499
39,1473,1478,PER,Saint >> en,Q43115,-0.18699924647808075
39,1536,1580,PER,"Cantius, Cantianus, and Cantianilla >> en",Q1991316,-0.19268275797367096
39,1610,1623,LOC,Sant'Apollinare alle Terme Neroniane-Alessandrine >> en,Q2301521,-0.33344170451164246
39,1706,1725,PER,John the Baptist >> en,Q40662,-0.21135453879833221
39,1731,1743,PER,Saint Sebastian >> en,Q183332,-0.15722735226154327
39,1756,1783,LOC,Basilica of Sant'Antonio da Padova >> en,Q810139,-1.681267499923706
39,1839,1846,PER,Madonna (art) >> en,Q926743,-0.3049042224884033
39,1866,1892,PER,"Mary, mother of Jesus >> en",Q345,-0.7642843127250671
39,1897,1906,PER,Jerome >> en,Q44248,-0.1598614901304245
39,1912,1924,LOC,Francis of Assisi >> en,Q676555,-0.6004863381385803
39,1974,1986,PER,Catherine of Alexandria >> en,Q179718,-0.46116364002227783
39,1991,2001,PER,Francis of Assisi >> en,Q676555,-0.10635590553283691
39,2020,2028,PER,"Mary, mother of Jesus >> en",Q345,-0.3895953893661499
39,2034,2054,PER,James the Great >> en,Q43999,-0.24972733855247498
39,2056,2067,PER,Francis of Assisi >> en,Q676555,-0.09336929023265839
39,2090,2101,LOC,Saint Dominic >> en,Q44091,-0.49903321266174316
39,2178,2185,PER,Madonna (art) >> en,Q926743,-0.36292508244514465
39,2326,2346,LOC,Basilica of Sant'Anastasia al Palatino >> en,Q1229125,-2.7917346954345703
39,2361,2383,ORG,Augustinians >> en,Q214528,-0.4018055498600006
39,2371,2383,PER,Augustine of Hippo >> en,Q8018,-0.07244527339935303
39,2415,2426,PER,Saint Lawrence >> en,Q17590,-0.013620316982269287
39,2431,2441,PER,Francis of Assisi >> en,Q676555,-0.1019526869058609
39,2556,2563,LOC,Ravenna >> en,Q13364,-0.18728186190128326
39,2583,2590,LOC,Romagna >> en,Q244482,-0.1985166072845459
39,2592,2602,PER,Rondinelli >> en,Q16882261,-3.537574529647827
39,2648,2671,LOC,Basilica of Saint Francis of Assisi >> en,Q207486,-0.529473066329956
39,2664,2671,LOC,Ravenna >> en,Q13364,-0.20387056469917297
40,0,26,PER,Parri Spinelli >> en,Q2718358,-0.12063899636268616
40,9,26,PER,Spinello >> en,Q287934,-3.812333106994629
40,39,45,LOC,Arezzo >> en,Q13378,-0.1854313462972641
40,125,133,LOC,Florence >> en,Q2044,-0.1693083643913269
40,151,182,PER,Leonardo Bruni >> en,Q314488,-0.4185313582420349
40,176,182,LOC,Arezzo >> en,Q13378,-0.1915511041879654
40,204,220,PER,Lorenzo Ghiberti >> en,Q208125,-0.12220599502325058
40,318,329,LOC,Basilica of San Giovanni in Laterano >> en,Q84090,-0.2612624764442444
40,516,536,PER,Masolino da Panicale >> en,Q318117,-0.09700687974691391
40,528,536,LOC,Panicale >> en,Q20501,-0.18082252144813538
40,673,697,PER,Lorenzo de' Medici >> en,Q177854,-1.1622962951660156
40,699,704,PER,Parri Spinelli >> en,Q2718358,-1.1524913311004639
40,1526,1532,PER,Giotto >> en,Q7814,-0.16540122032165527
40,1569,1574,PER,Parri Spinelli >> en,Q2718358,-1.2327889204025269
40,2189,2194,PER,Parri >> en,Q42589500,-1.3295997381210327
40,2315,2321,LOC,Arezzo >> en,Q13378,-0.17142415046691895
41,11,76,LOC,Arezzo >> en,Q13378,-1.5868537425994873
41,35,76,ORG,Santa Maria della Misericordia >> en,Q1059409,-2.9518706798553467
41,78,83,PER,Parri >> en,Q42589500,-0.9271531701087952
41,94,101,PER,Madonna (art) >> en,Q926743,-0.3749135732650757
41,141,147,LOC,Arezzo >> en,Q13378,-0.19228628277778625
41,293,300,PER,Braccio da Montone >> en,Q896536,-1.288273572921753
41,348,361,PER,Braccio da Montone >> en,Q896536,-0.4434470534324646
41,481,486,PER,God >> en,Q190,-0.4572886824607849
41,567,574,PER,Madonna (art) >> en,Q926743,-0.3416430950164795
41,578,597,PER,Pope Gregory I >> en,Q42827,-0.2878802716732025
41,616,626,PER,Donatus of Arezzo >> en,Q2360539,-0.35681959986686707
41,628,634,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,-0.23946481943130493
41,639,648,PER,Lord Protector >> en,Q512196,-0.8477544784545898
41,666,672,LOC,Arezzo >> en,Q13378,-0.22233740985393524
41,710,720,ORG,Fraternity >> en,Q996839,-0.7386524677276611
41,763,768,PER,Parri >> en,Q42589500,-0.6072520017623901
41,822,844,PER,Madonna (art) >> en,Q926743,-0.24868053197860718
41,822,829,PER,Madonna (art) >> en,Q926743,-0.33513087034225464
41,839,844,PER,Christ Child >> en,Q942467,-0.18116886913776398
41,942,955,PER,Saint Lawrence >> en,Q17590,-0.8281009793281555
41,960,973,PER,Pergentino da Arezzo >> it,Q3899841,-1.831864595413208
41,1132,1139,ORG,Company (military unit) >> en,Q102538,-1.1345255374908447
41,1173,1179,PER,Saint >> en,Q43115,-0.38816899061203003
41,1250,1257,PER,Giulio Cesare >> en,Q875563,-4.855075359344482
41,1270,1275,PER,Parri >> en,Q42589500,-0.43732205033302307
41,1317,1331,PER,Saint Lawrence >> en,Q17590,-0.5931721925735474
41,1336,1346,PER,Pontius Pilate >> en,Q17131,-2.0446858406066895
41,1433,1449,LOC,Saltire >> en,Q201960,-1.6360011100769043
41,1655,1661,PER,Saint >> en,Q43115,-0.30310535430908203
41,1757,1768,LOC,Arezzo >> en,Q13378,-1.571410059928894
41,1836,1841,PER,Parri >> en,Q42589500,-0.6278627514839172
41,1862,1874,MISC,Annunciation >> en,Q154326,-0.16868647933006287
41,1917,1928,LOC,"Sant'Agostino, Rome >> en",Q1424095,-0.36367395520210266
41,1938,1963,ORG,Society of the Priests of Saint Sulpice >> en,Q522379,-2.2197370529174805
41,2011,2023,PER,Catherine of Alexandria >> en,Q179718,-0.3727387487888336
41,2051,2069,LOC,Chiesa di San Bartolomeo (Arezzo) >> it,Q3669476,-2.2015395164489746
41,2089,2113,ORG,Clergy >> en,Q177826,-0.5552363395690918
41,2128,2145,PER,Mary Magdalene >> en,Q63070,-0.08484311401844025
41,2174,2185,LOC,"San Domenico, Arezzo >> en",Q2219459,-0.12007468938827515
41,2267,2287,LOC,Arezzo >> en,Q13378,-1.8708611726760864
41,2312,2320,MISC,Crucifix >> en,Q20460,-0.15398141741752625
42,25,31,LOC,Heaven >> en,Q4489450,-0.24410302937030792
42,309,335,PER,Raffaello Sanzio >> en,Q5597,0.25917357206344604
42,329,335,LOC,Urbino >> en,Q2759,-0.2052481770515442
42,758,781,PER,Michelangelo >> en,Q5592,-0.1870112419128418
42,815,824,PER,Raphael >> en,Q5597,0.1592770218849182
42,1307,1316,PER,Raphael >> en,Q5597,0.09334549307823181
42,1679,1698,PER,Raffaello Sanzio >> en,Q5597,0.37250521779060364
42,1692,1698,LOC,Urbino >> en,Q2759,-0.20434708893299103
42,1936,1942,LOC,Heaven >> en,Q4489450,-0.2286941558122635
42,1989,1998,PER,Raffaello Sanzio >> en,Q5597,0.16208595037460327
42,2011,2017,LOC,Urbino >> en,Q2759,-0.20396606624126434
42,2041,2046,LOC,Italy >> en,Q38,-0.21367298066616058
42,2130,2148,PER,Giovanni Santi >> en,Q860949,-1.4529078006744385
42,2365,2373,PER,Giovanni Santi >> en,Q860949,-1.4927510023117065
42,2495,2504,PER,Raffaello Sanzio >> en,Q5597,0.15460646152496338
43,12,25,PER,Lorenzo Pucci >> en,Q745434,-0.12364690005779266
43,27,35,PER,Cardinal (Catholic Church) >> en,Q45722,-0.17934581637382507
43,39,52,LOC,Santi Quattro Coronati >> en,Q1536044,-1.9575839042663574
43,74,92,LOC,Apostolic Penitentiary >> en,Q620144,-0.05511443316936493
43,94,103,PER,Raffaello Sanzio >> en,Q5597,0.23440313339233398
43,163,194,LOC,"San Giovanni in Monte, Bologna >> en",Q12068168,-0.19166429340839386
43,187,194,LOC,Bologna >> en,Q1891,-0.1644524335861206
43,259,283,PER,Helena (empress) >> en,Q170164,-1.8854933977127075
43,401,410,PER,Raffaello Sanzio >> en,Q5597,0.25342220067977905
43,423,433,PER,Saint Cecilia >> en,Q80513,-0.11811196804046631
43,923,930,PER,Paul the Apostle >> en,Q9200,-0.18218067288398743
43,1250,1258,PER,Apostles >> en,Q43412,-0.21360833942890167
43,1297,1314,PER,Mary Magdalene >> en,Q63070,-0.21289169788360596
43,1602,1614,PER,Augustine of Hippo >> en,Q8018,-0.18321597576141357
43,1619,1641,PER,John the Evangelist >> en,Q328804,-0.14829756319522858
43,1711,1720,PER,Raphael >> en,Q5597,0.20166733860969543
44,760,765,PER,David Ghirlandaio >> en,Q1145811,0.04757915437221527
44,770,791,PER,Benedetto Ghirlandaio >> en,Q2554861,0.07627767324447632
44,865,873,PER,Domenico Ghirlandaio >> en,Q191423,-0.06869374215602875
44,1032,1041,PER,Benedetto Ghirlandaio >> en,Q2554861,-0.18236878514289856
44,1151,1156,PER,David Ghirlandaio >> en,Q1145811,-0.6973260641098022
44,1187,1195,PER,Domenico Ghirlandaio >> en,Q191423,-0.08429792523384094
44,1300,1309,PER,Benedetto Ghirlandaio >> en,Q2554861,0.03410658240318298
44,1331,1339,PER,Domenico Ghirlandaio >> en,Q191423,-0.05378609895706177
44,1396,1412,LOC,Santa Maria Novella >> en,Q51175,0.029506325721740723
44,1500,1508,PER,Domenico Ghirlandaio >> en,Q191423,-0.11778286099433899
44,1550,1559,PER,Domenico Zampieri >> en,Q320118,-2.1685709953308105
44,1611,1621,PER,Saint Stephen >> en,Q161775,-0.19741134345531464
44,1645,1650,PER,Saint >> en,Q43115,-0.30769890546798706
44,1658,1676,PER,Francesco Granacci >> en,Q717097,-0.022290021181106567
44,1678,1697,PER,Jacopo del Duca >> en,Q1522199,-6.004290580749512
44,1703,1712,PER,Benedetto Ghirlandaio >> en,Q2554861,-0.08234381675720215
44,1737,1748,PER,Antoninus of Florence >> en,Q773822,-0.07262016087770462
44,1764,1772,LOC,Florence >> en,Q2044,-0.18382494151592255
44,1778,1799,PER,Catherine of Siena >> en,Q229190,-0.9569953083992004
44,1794,1799,LOC,Siena >> en,Q2751,-0.18468591570854187
44,1838,1846,PER,Saint Lucy >> en,Q183240,-0.35048314929008484
44,2047,2053,LOC,France >> en,Q142,-0.32148057222366333
44,2096,2105,PER,Benedetto Ghirlandaio >> en,Q2554861,-0.14394423365592957
44,2118,2126,LOC,Florence >> en,Q2044,-0.17554111778736115
45,34,41,PER,Ridolfo del Ghirlandaio >> en,Q64881,-1.53994882106781
45,60,76,PER,Lorenzo di Credi >> en,Q8511,-0.09715636074542999
45,96,115,PER,Andrea di Giovanni >> en,Q1151313,-2.7924084663391113
45,124,131,PER,Michele di Ridolfo >> en,Q2309545,-0.23172450065612793
45,231,238,PER,Michele di Ridolfo >> en,Q2309545,-0.34464433789253235
45,270,277,PER,Ridolfo del Ghirlandaio >> en,Q64881,-1.4543401002883911
45,458,465,PER,Michele di Ridolfo del Ghirlandaio >> en,Q2309545,-0.07706695795059204
45,478,485,PER,Ridolfo del Ghirlandaio >> en,Q64881,-1.4432188272476196
45,579,586,PER,Ridolfo del Ghirlandaio >> en,Q64881,-1.4616520404815674
45,645,663,PER,Michele di Ridolfo del Ghirlandaio >> en,Q2309545,-0.10831820964813232
45,656,663,PER,Ridolfo del Ghirlandaio >> en,Q64881,-1.4070496559143066
45,776,805,LOC,"San Felice, Florence >> en",Q3585333,-1.241200566291809
45,837,855,ORG,Camaldoli >> en,Q2019442,-0.3861786127090454
45,846,855,LOC,Camaldoli >> en,Q2019442,-0.2598685622215271
45,888,894,PER,Christ >> en,Q302,0.0679977536201477
45,899,907,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.46160006523132324
45,939,953,PER,God the Father >> en,Q186350,-0.19819429516792297
45,987,993,PER,Saint >> en,Q43115,-0.2761361002922058
45,1011,1022,LOC,"Santa Felicita, Florence >> en",Q1069665,-0.4524606466293335
45,1109,1120,PER,Dead Christ >> en,Q27795958,-0.9546627998352051
45,1114,1120,PER,Jesus >> en,Q302,0.09522897005081177
45,1131,1137,PER,"Mary, mother of Jesus >> en",Q345,-0.15332797169685364
45,1160,1182,MISC,Assumption of Mary >> en,Q162691,-0.0378398597240448
45,1174,1182,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4667291045188904
45,1194,1200,PER,Saint >> en,Q43115,-0.34777015447616577
45,1210,1254,LOC,San Giacomo in Augusta >> en,Q2219582,-4.821298122406006
45,1224,1254,ORG,San Giacomo del Colosseo >> pt,Q61386995,-8.543495178222656
45,1305,1333,PER,Roman Catholic Diocese of Cortona >> en,Q5278857,-0.3128398060798645
45,1347,1376,LOC,"Santa Maria Assunta, Genoa >> en",Q810076,-2.680750608444214
45,1362,1376,ORG,Ripoli >> en,Q3936361,-2.2317047119140625
45,1402,1410,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4686807096004486
45,1420,1426,PER,Saint >> en,Q43115,-0.2992393374443054
45,1436,1455,LOC,Segni >> en,Q243458,-1.715761661529541
45,1450,1455,PER,Segni >> en,Q243458,-0.7514963746070862
45,1480,1500,LOC,Spirito Santo >> en,Q404269,-1.408138632774353
45,1544,1552,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.44760966300964355
45,1554,1561,PER,Saint Anne >> en,Q164294,-0.30656182765960693
45,1578,1584,PER,Saint >> en,Q43115,-0.3178931176662445
45,1594,1613,ORG,Pontifical Urban University >> en,Q2032536,-2.7547552585601807
45,1644,1663,PER,John the Baptist >> en,Q40662,-0.19034337997436523
45,1677,1705,ORG,Santa Maria del Fiore >> en,Q191739,-1.5082402229309082
45,1690,1705,LOC,Cortona >> en,Q52080,-1.3707072734832764
45,1728,1740,MISC,Annunciation >> en,Q154326,-0.13784216344356537
45,1770,1787,LOC,"San Rocco, Piacenza >> en",Q17199177,-3.2579145431518555
45,1782,1787,LOC,Prato >> en,Q13377,-0.1775166392326355
45,1802,1810,PER,Saint Roch >> en,Q152457,-0.301308274269104
45,1812,1824,PER,"San Sebastiano, Venice >> en",Q588559,-0.6940591931343079
45,1843,1851,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.5016553401947021
45,1875,1897,ORG,"San Sebastiano, Venice >> en",Q588559,-1.7651762962341309
45,1906,1926,LOC,San Jacopo Soprarno >> en,Q3670741,-1.6537492275238037
45,1968,1976,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4776530861854553
45,1996,2004,PER,James the Great >> en,Q43999,-0.37679243087768555
45,2023,2044,LOC,Martino di Tours >> en,Q133704,-1.4560139179229736
45,2077,2098,PER,Alessandro Vitelli >> en,Q621395,-1.6768503189086914
45,2101,2108,PER,Saint Anne >> en,Q164294,-0.3039126396179199
45,2139,2156,LOC,Città di Castello >> en,Q20413,-0.15832559764385223
45,2199,2209,LOC,Sant'Eufemia d'Aspromonte >> en,Q54659,-2.3561432361602783
46,0,19,PER,Michelangelo >> en,Q5592,-2.6342220306396484
46,37,43,LOC,Verona >> en,Q2028,-0.1668405681848526
46,127,135,PER,Giovanni Petrucci >> en,Q1110125,-1.1397690773010254
46,150,161,PER,Bartolomeo della Rocca >> en,Q3635450,-2.391693353652954
46,226,230,LOC,Rome >> en,Q220,-0.22721277177333832
46,303,309,PER,Jacopo Torni >> en,Q2632655,-1.4293322563171387
46,360,371,PER,Don Camillo >> en,Q1239030,-0.4647054374217987
46,379,392,PER,Canons regular >> en,Q9396355,-0.39766988158226013
46,397,404,PER,General officer >> en,Q83460,-0.8548452854156494
46,413,418,ORG,Religious order >> en,Q2061186,-0.8419658541679382
46,640,644,LOC,Rome >> en,Q220,-0.3128349184989929
46,736,743,LOC,Orvieto >> en,Q541,-0.1750328540802002
46,908,922,LOC,"San Domenico, Siena >> en",Q810075,-1.866919755935669
46,1208,1239,LOC,"San Domenico, Siena >> en",Q810075,-0.7565799951553345
46,1223,1239,LOC,"San Domenico, Siena >> en",Q810075,-1.62636137008667
46,1264,1272,PER,Petrucci >> en,Q243574,-0.03905832767486572
46,1288,1299,LOC,Siena >> en,Q2751,-0.23174700140953064
46,1524,1540,PER,Pope Clement VII >> en,Q83159,-0.17107394337654114
46,1663,1668,LOC,Italy >> en,Q38,-0.23866716027259827
46,1697,1717,PER,Antonio da Sangallo the Elder >> en,Q456861,-0.2930299937725067
46,1840,1860,LOC,Papal States >> en,Q170174,0.010950133204460144
46,1950,1955,LOC,Parma >> en,Q2683,-0.23649486899375916
46,1960,1968,LOC,Piacenza >> en,Q13329,-0.18955078721046448
46,2018,2022,LOC,Rome >> en,Q220,-0.26756036281585693
46,2110,2117,LOC,San Michele >> en,Q418497,-2.1588120460510254
46,2122,2129,PER,Antonio da Sangallo the Elder >> en,Q456861,-2.0344936847686768
46,2162,2169,PER,Pontiff >> en,Q13365614,-0.2941013276576996
46,2185,2192,PER,San Michele >> en,Q418497,-1.9008421897888184
47,0,7,PER,Michele >> en,Q12901049,-1.8579487800598145
47,161,167,LOC,Verona >> en,Q2028,-0.17697732150554657
47,238,261,LOC,"San Bernardino, Verona >> en",Q3669629,-1.542015790939331
47,252,261,ORG,Giovannino Guareschi >> en,Q378639,-0.9670734405517578
47,265,278,LOC,"San Bernardino, Verona >> en",Q3669629,-0.8467751145362854
47,1009,1014,LOC,Italy >> en,Q38,-0.20527827739715576
47,1020,1027,PER,Michele >> en,Q12901049,-1.7986360788345337
47,1267,1287,PER,Filippo Brunelleschi >> en,Q174330,-0.07128815352916718
47,1300,1347,LOC,"Santa Maria degli Angeli, Florence >> en",Q3275023,-1.4054261445999146
47,1339,1347,LOC,Florence >> en,Q2044,-0.16185720264911652
47,1388,1395,PER,Michelangelo >> en,Q5592,-1.8322277069091797
47,1857,1861,LOC,Rome >> en,Q220,-0.2712012529373169
47,1936,1943,PER,Michelangelo >> en,Q5592,-2.102555274963379
47,2108,2115,PER,Michelangelo >> en,Q5592,-1.4453401565551758
48,0,7,PER,Titian >> en,Q47551,0.058465614914894104
48,20,26,LOC,Cadore >> en,Q1025312,-0.16911952197551727
48,62,67,LOC,Piave (river) >> en,Q213462,0.030437231063842773
48,100,116,LOC,Alps >> en,Q1286,-1.0566281080245972
48,112,116,LOC,Alps >> en,Q1286,-0.15206854045391083
48,159,166,ORG,Vecelli >> en,Q56246399,-0.10372760891914368
48,287,293,LOC,Venice >> en,Q641,-0.18384680151939392
48,414,426,PER,Giovanni Bellini >> en,Q17169,-0.013842195272445679
48,696,708,PER,Giovanni Bellini >> en,Q17169,-0.07308253645896912
48,923,930,PER,Titian >> en,Q47551,0.03480732440948486
48,1008,1033,PER,Giorgione >> en,Q8459,-0.15133868157863617
48,1021,1033,LOC,Castelfranco Veneto >> en,Q29352,-0.559642493724823
48,3065,3074,PER,Giorgione >> en,Q8459,-0.1797182261943817
48,3076,3081,PER,Palma Vecchio >> en,Q9342,0.00714913010597229
48,3083,3092,PER,Pordenone >> en,Q6606,-0.7575836777687073
48,3120,3124,LOC,Rome >> en,Q220,-0.2669132947921753
49,10,19,PER,Giorgione >> en,Q8459,-0.1810835301876068
49,69,89,LOC,Fondaco dei Tedeschi >> en,Q1259067,-1.4699493646621704
49,107,116,PER,Barbarigo >> en,Q807751,-3.2345399856567383
49,140,147,PER,Titian >> en,Q47551,0.004828155040740967
49,195,203,LOC,Mercer >> en,Q253705,-1.5599250793457031
49,311,329,PER,Michelangelo >> en,Q5592,-2.4778971672058105
49,347,358,LOC,San Marcuola >> en,Q1585514,-0.4988863468170166
49,387,412,MISC,Mary Magdalene >> en,Q63070,-1.5723209381103516
49,387,395,PER,"Mary, mother of Jesus >> en",Q345,-0.4709562659263611
49,407,412,LOC,Egypt >> en,Q79,-0.20367467403411865
49,501,508,PER,Titian >> en,Q47551,0.004710495471954346
49,842,860,PER,D'Anna >> en,Q5203071,-2.163745403289795
49,981,990,MISC,Ecce homo >> en,Q534805,0.02685055136680603
49,1028,1035,PER,Titian >> en,Q47551,0.025997057557106018
49,1124,1132,PER,"Mary, mother of Jesus >> en",Q345,-0.45747724175453186
49,1284,1302,PER,"Maximilian I, Holy Roman Emperor >> en",Q150726,-0.221704363822937
49,1336,1343,PER,Titian >> en,Q47551,0.042942166328430176
49,1386,1399,PER,Raphael >> en,Q5597,-0.12801626324653625
49,1405,1411,PER,Tobias >> en,Q4928115,-0.23171497881412506
49,1429,1452,LOC,San Marcellino >> en,Q58846,-3.3021013736724854
49,1505,1524,PER,John the Baptist >> en,Q40662,-0.16396993398666382
49,1552,1558,LOC,Heaven >> en,Q4489450,-0.2263530045747757
49,1699,1719,LOC,Fondaco dei Tedeschi >> en,Q1259067,-1.1380940675735474
49,1779,1788,PER,Giorgione >> en,Q8459,-0.1751541793346405
49,1829,1836,PER,Titian >> en,Q47551,0.02119550108909607
49,1892,1901,PER,Giorgione >> en,Q8459,-0.18220451474189758
