id,sentence
40,"Parri di Spinello Spinelli, painter of Arezzo, having learnt the first principles of art from his own father, was brought to Florence by the agency of Messer Leonardo Bruni of Arezzo, and was received by Lorenzo Ghiberti into his school, where many young men were learning under his discipline: and since the doors of S. Giovanni were then being given their finish, he was put to labour on those figures, in company with many others, as it has been said above. And having, in this work, contracted a friendship with Masolino da Panicale, and being pleased with his method of drawing, he set about imitating him in many respects, as he also imitated in others the manner of Don Lorenzo degli Angeli. Parri made his figures much longer and more slender than any painter who had lived before him, and whereas the others make them in the proportion of ten heads at most, he gave them eleven, and sometimes twelve; nor did this make them awkward, although they were slender and were ever bent in an arch either to the right side or to the left, for the reason that this, as it appeared to him, and as he himself said, gave them more vigour. The flow of his draperies was very delicate, with abundance of folds, which fell from the arms of his figures right down to the feet. He coloured very well in distemper, and perfectly in fresco, and he was the first who, in working in fresco, ceased to use verdaccio below flesh-colours, to be afterwards washed over with rosy flesh-tints in chiaroscuro, in the manner of water-colours, as Giotto and the other old masters had done. Parri, on the other hand, used body colours in making his grounds and tints, placing them with much discretion where it appeared to him that they would look best—that is, the lights on the highest points, the middle tints towards the sides, and the darks on the outlines; with which method of painting he showed more facility in his works and gave longer life to pictures in fresco, seeing that, having laid the colours in their places, he would blend them together with a rather thick and soft brush, and would execute his works with so high a finish that nothing better can be desired; and his colouring has no equal. Parri, then, having been absent many years from his country, was recalled by his relatives, after the death of his father, to Arezzo, where, besides many works which it would take too long to recount, he made some which do not in any way deserve to be passed over in silence."
41,"In the old Audience Chamber of the Fraternity of S. Maria della Misericordia, Parri painted a Madonna who has under her mantle the people of Arezzo, wherein he portrayed from the life those who then ruled that holy place, clothed according to the use of those times; and among them one called Braccio, who is now called, when there is talk of him, Lazzaro Ricco, and who died in the year 1422, leaving all his riches and means to that place, which dispenses them in the service of God's poor, performing the holy works of mercy with much charity. On one side of this Madonna is S. Gregory the Pope, and on the other S. Donatus, Bishop and Protector of the people of Arezzo. And since those who then ruled that Fraternity had been very well served in this work by Parri, they caused him to make on a panel, in distemper, a Madonna with the Child in her arms, with some angels who are opening her mantle, beneath which is the said people; with S. Laurentino and S. Pergentino, the martyrs, below. This panel is brought out every year on the second day of June, and, after it has been borne in solemn procession by the men of the said Company as far as the church of the said Saints, there is placed over it a coffer of silver, wrought by the goldsmith Forzore, brother of Parri, within which are the bodies of the said SS. Laurentino and Pergentino; it is brought out, I say, and the said altar is made under covering of a tent in the Canto alla Croce, where the said church stands, because, being a small church, it would not hold all the people who assemble for this festival. The predella whereon the said panel rests contains the martyrdom of those two Saints, made with little figures, and so well wrought, that for a small work it is truly a marvel. In Borgo Piano, under the projection of a house, there is a shrine by the hand of Parri, within which is an Annunciation in fresco, which is much extolled; and in S. Agostino, for the Company of the Puraccioli, he made in fresco a very beautiful picture of S. Catherine, virgin and martyr. In the Church of Muriello, likewise, for the Fraternity of the Clerks, he painted a S. Mary Magdalene, three braccia high; and in S. Domenico, at the entrance of the door, where the bell-ropes are, he painted in fresco the Chapel of S. Niccolò, making therein a large Crucifix with four figures, so well wrought that it seems made only yesterday. In the arch he painted two stories of S. Nicholas—namely, his throwing the golden balls to the maidens, and his delivering two from death, while the executioner is seen apparelled and ready to cut off their heads, and very well wrought."
42,"How bountiful and benign Heaven sometimes shows itself in showering upon one single person the infinite riches of its treasures, and all those graces and rarest gifts that it is wont to distribute among many individuals, over a long space of time, could be clearly seen in the no less excellent than gracious Raffaello Sanzio da Urbino, who was endowed by nature with all that modesty and goodness which are seen at times in those who, beyond all other men, have added to their natural sweetness and gentleness the beautiful adornment of courtesy and grace, by reason of which they always show themselves agreeable and pleasant to every sort of person and in all their actions. Him nature presented to the world, when, vanquished by art through the hands of Michelagnolo Buonarroti, she wished to be vanquished, in Raffaello, by art and character together. And in truth, since the greater part of the craftsmen who had lived up to that time had received from nature a certain element of savagery and madness, which, besides making them strange and eccentric, had brought it about that very often there was revealed in them rather the obscure darkness of vice than the brightness and splendour of those virtues that make men immortal, there was right good reason for her to cause to shine out brilliantly in Raffaello, as a contrast to the others, all the rarest qualities of the mind, accompanied by such grace, industry, beauty, modesty, and excellence of character, as would have sufficed to efface any vice, however hideous, and any blot, were it ever so great. Wherefore it may be surely said that those who are the possessors of such rare and numerous gifts as were seen in Raffaello da Urbino, are not merely men, but, if it be not a sin to say it, mortal gods;  and that those who, by means of their works, leave an honourable name written in the archives of fame in this earthly world of ours, can also hope to have to enjoy in Heaven a worthy reward for their labours and merits. Raffaello was born at Urbino, a very famous city in Italy, at three o'clock of the night on Good Friday, in the year 1483, to a father named Giovanni de' Santi, a painter of no great excellence, and yet a man of good intelligence, well able to direct his children on that good path which he himself had not been fortunate enough to have shown to him in his boyhood. And since Giovanni knew how important it is to rear infants, not with the milk of nurses, but with that of their own mothers, no sooner was Raffaello born, to whom with happy augury he gave that name at baptism, than he insisted that this his only child—and he had no more afterwards—should be suckled by his own mother, and that in his tender years he should have his character formed in the house of his parents, rather than learn less gentle or even boorish ways and habits in the houses of peasants or common people."
43,"Afterwards, Lorenzo Pucci, Cardinal of Santi Quattro, having been created Grand Penitentiary, Raffaello was favoured by him with a commission to paint a panel for S. Giovanni in Monte at Bologna, which is now set up in the chapel wherein lies the body of the Blessed Elena dall' Olio: in which work it is evident how much grace, in company with art, could accomplish by means of the delicate hands of Raffaello. In it is a S. Cecilia, who, entranced by a choir of angels on high, stands listening to the sound, wholly absorbed in the harmony; and in her countenance is seen that abstraction which is found in the faces of those who are in ecstasy. Scattered about the ground, moreover, are musical instruments, which have the appearance of being, not painted, but real and true; and such, also, are some veils that she is wearing, with vestments woven in  silk and gold, and, below these, a marvellous hair-shirt. And in a S. Paul, who has the right arm leaning on his naked sword, and the head resting on the hand, one sees his profound air of knowledge, no less well expressed than the transformation of his pride of aspect into dignity. He is clothed in a simple red garment by way of mantle, below which is a green tunic, after the manner of the Apostles, and his feet are bare. There is also S. Mary Magdalene, who is holding in her hands a most delicate vase of stone, in an attitude of marvellous grace; turning her head, she seems full of joy at her conversion; and indeed, in that kind of painting, I do not think that anything better could be done. Very beautiful, likewise, are the heads of S. Augustine and S. John the Evangelist. Of a truth, other pictures may be said to be pictures, but those of Raffaello life itself, for in his figures the flesh quivers, the very breath may be perceived, the pulse beats, and the true presentment of life is seen in them; on which account this picture gave him, in addition to the fame that he had already, an even greater name. Wherefore many verses were written in his honour, both Latin and in the vulgar tongue, of which, in order not to make my story longer than I have set out to do, I will cite only the following:"
44,"Although it appears in a certain sense impossible that one who imitates some man excellent in our arts, and follows in his footsteps, should not become in great measure like him, nevertheless it may be seen that very often the brothers and sons of persons of singular ability do not follow their kinsmen in this respect, but fall away strangely from their standard. Which comes to pass, I think, not because there are not in them, through their blood, the same fiery spirit and the same genius, but rather from another reason—that is, from overmuch ease and comfort and from an over-abundance of means, which often prevent men from becoming industrious and assiduous in their studies. Yet this rule is not so fixed that the contrary does not sometimes happen. David and Benedetto Ghirlandajo, although they had very good parts and could have followed their brother Domenico in the matters of art, yet did not do so, for the reason that after the death of that same brother they strayed away from the path of good work, one of them, Benedetto, spending a long time as a wanderer, and the other distilling his brains away vainly in the study of mosaic. David, who had been much beloved by Domenico, and who loved him equally, both living and dead, finished after his death, in company with his brother Benedetto, many works begun by Domenico, and in particular the altar-piece of the high-altar in S. Maria Novella, that is, the part at the back, which now faces the choir; and some pupils of the same Domenico finished the predella in little figures, Niccolaio painting with great diligence, below the figure of S. Stephen, a disputation of that Saint, while Francesco Granacci, Jacopo  del Tedesco, and Benedetto executed the figures of S. Antonino, Archbishop of Florence, and S. Catharine of Siena. And they painted an altar-picture of S. Lucia that is in that place, with the head of a friar, near the centre of the church; and many other paintings and pictures that are in the houses of various individuals. After having been several years in France, where he worked and earned not a little, Benedetto returned to Florence with many privileges and presents that he had received from that King in testimony of his talents."
45,"But dear beyond all the others to Ridolfo was a disciple of Lorenzo di Credi, who was also with Andrea del Ceraiolo, called Michele, a young man of an excellent nature, who executed his works with boldness and without effort. This Michele, then, following the manner of Ridolfo, approached him so closely that, whereas at the beginning he received from his master a third of his earnings, they came to execute their works in company, and shared the profits. Michele looked upon Ridolfo always as a father, and loved him, and also was so beloved by him, that, as one belonging to Ridolfo, he has ever been and still is known by no other name but Michele di Ridolfo. These two, I say, loving each other like father and son, executed innumerable works in company. First, for the Church of S. Felice in Piazza, a place then belonging to the Monks of Camaldoli, they painted in an altar-piece Christ and Our Lady in the air, who are praying to God the Father for the people below, where some Saints are kneeling. In S. Felicita they painted two chapels in fresco, despatching them in an able manner; in one is the Dead Christ with the  Maries, and in the other the Assumption of Our Lady, with some Saints. For the Church of the Nuns of S. Jacopo delle Murate they executed an altar-piece at the commission of Bishop de' Bonafè of Cortona: and for the Convent of the Nuns of Ripoli another altar-piece with Our Lady and some Saints. For the Chapel of the Segni, below the organ in the Church of S. Spirito, they painted, likewise in an altar-piece, Our Lady, S. Anne, and many other Saints; for the Company of the Neri a picture of the Beheading of S. John the Baptist; and for the Monachine in Borgo S. Friano an altar-piece of the Annunciation. In another altar-piece, for S. Rocco at Prato, they painted S. Rocco, S. Sebastian, and between them Our Lady; and likewise, for the Company of S. Bastiano, beside S. Jacopo sopra Arno, they executed an altar-piece containing Our Lady, S. Sebastian, and S. James; with another for S. Martino alla Palma. And, finally, they painted for S. Alessandro Vitelli a S. Anne in a picture that was sent to Città di Castello, and placed in the chapel of that lord in S. Fiorido."
46,"Michele San Michele, who was born at Verona in the year 1484, and learned the first principles of architecture from his father Giovanni and his uncle Bartolommeo, both excellent architects, went off at sixteen years of age to Rome, leaving his father and two brothers of fine parts, one of whom, called Jacopo, devoted himself to letters, and the other, named Don Camillo, was a Canon Regular and General of that Order. Having arrived there, he studied the ancient remains of architecture in such a manner, and with such diligence, observing and measuring everything minutely, that in a short time he became renowned and famous not only in Rome, but throughout all the places that are around that city. Moved by his fame, the people of Orvieto summoned him as architect to their celebrated temple, with an honourable salary; and while he was employed in their service, he was summoned for the same reason to Monte Fiascone, as architect for the building of their principal temple; and thus, serving both the one and the other of these places, he executed all that there is to be seen in these two cities in the way of good architecture. Among other works, a most beautiful tomb was built after his design in S. Domenico at Monte Fiascone—I believe, for one of the Petrucci, a nobleman of Siena—which cost a great sum of money, and proved to be marvellous. Besides all this, he made an infinite number of designs for private houses in those places, and made himself known as a man of great judgment and excellence. Thereupon Pope Clement VII, proposing to make use of him in the most important operations of the wars that were stirring at that time throughout all Italy, gave him as a companion to Antonio da San Gallo,  with a very good salary, to the end that they might go together to inspect all the places of greatest importance in the States of the Church, and, wherever necessary, might see to the construction of fortifications; above all, at Parma and Piacenza, because those two cities were most distant from Rome, and nearest and most exposed to the perils of war. Which duty having been executed by Michele and Antonio to the full satisfaction of the Pontiff, there came to Michele a desire, after all those years, to revisit his native city and his relatives and friends, and even more to see the fortresses of the Venetians."
47,"Michele was excellent not only in fortifications, but also in private buildings and in temples, churches, and monasteries, as may be seen from many buildings at Verona and other places, and particularly from the most ornate and beautiful Chapel of the Guareschi in S. Bernardino, which is round after the manner of a temple, and in the Corinthian Order, with all the ornaments which that manner admits. That chapel, I say, he built all of that white pietra viva, which, from the sound that it makes when it is being worked, is called in that city ""Bronzo""; and, in truth, that kind of stone, after fine marble, is the most beautiful that has been found down to our own times, being absolutely solid and without holes or spots that might spoil it. Since that chapel, then, is built  on the inside all of that most beautiful stone, and wrought by excellent masters of carving, and put together very well, it is considered that among works of that kind there is at the present day no other more beautiful in all Italy. For Michele made the whole work curve in a circle in such a manner, that three altars which are in it, with their pediments and cornices, and likewise the space of the door, all turn in a perfect round, almost after the likeness of the entrances that Filippo Brunelleschi made in the Chapels of the Temple of the Angeli in Florence; which is a very difficult thing to do. Michele then made therein a gallery over the first range of columns, which circles right round the chapel, and there are to be seen most beautiful carvings in the form of columns, capitals, foliage, grotesques, little pilasters, and other things, carved with incredible diligence. The door of that chapel he made quadrangular on the outer side, of the Corinthian Order and very beautiful, and similar to an ancient door that he saw, so he used to say, in some place at Rome. It is true, indeed, that this work, after having been left unfinished by Michele, I know not for what reason, was given, either from avarice or from lack of judgment, to certain others to be finished, who spoiled it, to the infinite vexation of Michele, who in his lifetime saw it ruined before his very eyes, without being able to prevent it; wherefore he used to complain at times to his friends, but only on this account, that he had not thousands of ducats wherewith to buy it from the avaricious hands of a woman who, by spending less than she was able, was shamefully spoiling it."
48,"Tiziano was born at Cadore, a little township situated on the Piave and five miles distant from the pass of the Alps, in the year 1480, from the family of the Vecelli, one of the most noble in that place. At the age of ten, having a fine spirit and a lively intelligence, he was sent to Venice to the house of an uncle, an honoured citizen, who, perceiving the boy to be much inclined to painting, placed him with Gian Bellini, an excellent painter very famous at that time, as has been related. Under his discipline, attending to design, he soon showed that he was endowed by nature with all the gifts of intellect and judgment that are necessary for the art of painting; and since at that time Gian Bellini and the other painters of that country, from not being able to study ancient works, were much—nay, altogether—given to copying from the life whatever work they did, and that with a dry, crude, and laboured manner, Tiziano also for a time learned that method. But having come to about the year 1507, Giorgione da Castelfranco, not altogether liking that mode of working, began to give to his pictures more softness and greater relief, with a beautiful manner; nevertheless he used to set himself before living and natural objects and counterfeit them as well as he was able with colours, and paint them broadly with tints crude or soft according as the life demanded, without doing any drawing, holding it as certain that to paint with colours only, without the study of drawing on paper, was the true and best method of working, and the true design. For he did not perceive that for him who wishes to distribute his compositions and accommodate his inventions well, it is necessary that he should first put them down on paper in several different ways, in order to see how  the whole goes together, for the reason that the idea is not able to see or imagine the inventions perfectly within herself, if she does not reveal and demonstrate her conception to the eyes of the body, that these may assist her to form a good judgment. Besides which, it is necessary to give much study to the nude, if you wish to comprehend it well, which you will never do, nor is it possible, without having recourse to paper; and to keep always before you, while you paint, persons naked or draped, is no small restraint, whereas, when you have formed your hand by drawing on paper, you then come little by little with greater ease to carry your conceptions into execution, designing and painting together. And so, gaining practice in art, you make both manner and judgment perfect, doing away with the labour and effort wherewith those pictures were executed of which we have spoken above, not to mention that by drawing on paper, you come to fill the mind with beautiful conceptions, and learn to counterfeit all the objects of nature by memory, without having to keep them always before you or being obliged to conceal beneath the glamour of colouring the painful fruits of your ignorance of design, in the manner that was followed for many years by the Venetian painters, Giorgione, Palma, Pordenone, and others, who never saw Rome or any other works of absolute perfection."
49,"Meanwhile Giorgione himself had executed the principal façade of the Fondaco de' Tedeschi, and by means of Barberigo there were allotted to Tiziano certain scenes on the same building, above the Merceria. After which work he painted a large picture with figures of the size of life, which is now in the hall of M. Andrea Loredano, who dwells near S. Marcuola. In that picture is painted Our Lady going into Egypt, in the midst of a great forest and certain landscapes that are very well done, because Tiziano had given his attention for many months to such things, and had kept in his house for that purpose some Germans who were excellent painters of landscapes and verdure. In the wood in that picture, likewise, he painted many animals, which he portrayed from the life; and they are truly natural, and almost alive. Next, in the house of M. Giovanni D'Anna, a Flemish gentleman and merchant, his gossip, he made his portrait, which has all the appearance of life, and also an ""Ecce Homo"" with many figures, which is held by Tiziano himself and by others to be a very beautiful work. The same master painted a picture of Our Lady with other figures the size of life, of men and children, all portrayed from the life and from persons of that house. Then in the year 1507, while the Emperor Maximilian was making war on the Venetians, Tiziano, according to his own account, painted an Angel Raphael with Tobias and a dog in the Church of S. Marziliano, with a distant landscape, where, in a little wood, S. John the Baptist is praying on his knees to Heaven, whence comes a radiance that illumines him; and this work it is thought that he executed before he made a beginning with the façade of the Fondaco de' Tedeschi. Concerning which façade, many gentlemen, not knowing that Giorgione was not working there any more and that Tiziano was doing it, who had uncovered one part, meeting with Giorgione, congratulated him in friendly fashion, saying that he was acquitting himself better in the façade towards the Merceria  than he had done in that which is over the Grand Canal. At which circumstance Giorgione felt such disdain, that until Tiziano had completely finished the work and it had become well known that the same had done that part, he would scarcely let himself be seen; and from that time onward he would never allow Tiziano to associate with him or be his friend."
50,"Andrea del Verrocchio, a Florentine, was in his day a goldsmith, a master of perspective, a sculptor, a wood-carver, a painter, and a musician; but in the arts of sculpture and painting, to tell the truth, he had a manner somewhat hard and crude, as one who acquired it rather by infinite study than by the facility of a natural gift. Even if he had been as poor in this facility as he was rich in the study and diligence that exalted him, he would have been most excellent in those arts, which, for their highest perfection, require a union of study and natural power. If either of these is wanting, a man rarely attains to the first rank; but study will do a great deal, and thus Andrea, who had it in greater abundance than any other craftsman whatsoever, is counted among the rare and excellent masters of our arts. In his youth he applied himself to the sciences, particularly to geometry. Among many other things that he made while working at the goldsmith's art were certain buttons for copes, which are in S. Maria del Fiore at Florence; and he also made larger works, particularly a cup, full of animals, foliage, and other bizarre fancies, which is known to all goldsmiths, and casts are taken of it; and likewise another, on which there is a very beautiful dance of little children. Having given a proof of his powers in these two works, he was commissioned by the Guild of Merchants to make two scenes in silver for the ends of the altar of S. Giovanni, from which, when put into execution, he acquired very great praise and fame. There were wanting at this time in Rome some of those large figures of the Apostles which generally stood on the altar of the Chapel of the Pope, as well as certain other works in silver that had been destroyed; wherefore Pope Sixtus sent for Andrea and with great favour commissioned him to do all that was necessary in this matter, and he brought the whole to perfection with much diligence and judgment."
51,"From this men came to make more perfect images, not only in Florence, but in all the places in which there is devoutness, and to which people flock to offer votive images, or, as they are called, ""miracoli,"" in return for some favour received. For whereas they were previously made small and of silver, or only in the form of little panels, or rather of wax, and very clumsy, in the time of Andrea they began to be made in a much better manner, since Andrea, having a very strait friendship with Orsino, a Florentine worker in wax, who had no little judgment in that art, began to show him how he could become excellent therein. Now the due occasion arrived in the form of the death of Giuliano de' Medici and the danger incurred by his brother Lorenzo, who was wounded in S. Maria del Fiore, when it was ordained by the friends and relatives of Lorenzo that images of him should be set up in many places, to render thanks to God for his deliverance. Wherefore Orsino, among others that he made, executed three life-size figures of wax with the aid and direction of Andrea, making the skeleton within of wood, after the method described elsewhere, interwoven with split reeds, which were then covered with waxed cloths folded and arranged so beautifully that nothing better or more true to nature could be seen. Then he made the heads, hands, and feet with wax of greater thickness, but hollow within, portrayed from life, and painted in oils with all the ornaments of hair and everything else that was necessary, so lifelike and so well wrought that they seemed no mere images of wax, but actual living men, as may be seen in each of the said three, one of which is in the Church of the Nuns of Chiarito in the Via di S. Gallo, opposite to the Crucifix that works miracles. This figure is clothed exactly as Lorenzo was, when, with his wounded throat bandaged, he showed himself at the window of his house before the eyes of the people, who had flocked thither to see whether he were alive, as they hoped, or to avenge him if he were dead. The second figure of the same man is in the lucco, the gown peculiar to the citizens of Florence; and it stands in the Servite Church of the Nunziata, over the lesser door, which is beside the counter where candles are sold. The third was sent to S. Maria degli Angeli at Assisi, and set up before the Madonna of that place, where the same Lorenzo de' Medici, as has been already related, caused the road to be paved with bricks all the way from S. Maria to that gate of Assisi which leads to S. Francesco, besides restoring the fountains that his grandfather Cosimo had caused to be made in that place. But to return to the images of wax: all those in the said Servite Church are by the hand of Orsino, which have a large O in the base as a mark, with an R within it and a cross above; and they are all so beautiful that there are few since his day who have equalled him. This art, although it has remained alive up to our own time, is nevertheless rather on the decline than otherwise, either because men's devoutness has diminished, or for some other reason, whatever it may be."
52,"Francesco Maria being Duke of Urbino, there was born in the township of Sant'Agnolo in Vado, a place in that State, on the 1st of September in the year 1529, to the painter Ottaviano Zucchero, a male child to whom he gave the name of Taddeo; which boy having learned by the age of ten to read and write passing well, his father took him under his own discipline and taught him something of design. But, perceiving that his son had a very beautiful genius and was likely to become a better master in painting than he believed himself to be, Ottaviano placed him with Pompeo da Fano, who was very much his friend, but a commonplace painter. Pompeo's works not pleasing Taddeo, and likewise his ways, he returned to Sant'Agnolo, and there, as well as in other places, assisted his father to the best of his power and knowledge. Finally, being well grown in years and in judgment, and perceiving that he could not make much progress under the discipline of his father, who was burdened with seven sons and one daughter, and also that with his own little knowledge he could not be of as much assistance to his father as he might wish, he went off all alone, at the age of fourteen, to Rome. There, at first, not being known by anyone, and himself knowing no one, he suffered some hardships; and, if he did know one or two persons, he was treated worse by them than by the others. Thus, having approached Francesco, called Sant'Agnolo, who was working by the day at grotesques under Perino del Vaga, he commended himself to him with all humility, praying him that, being his kinsman, he should consent to help him; but no good came of it, for Francesco, as certain kinds of kinsmen often do, not only did not assist him by word or deed, but reproved and repelled him harshly. But for  all that, not losing heart and not being dismayed, the poor boy contrived to maintain himself (or we should rather say, to starve himself) for many months in Rome by grinding colours for a small price, now in one shop and now in another, at times also drawing something, as best he could."
53,"No long time passed before Cardinal Emulio, to whom the Pope had given the charge of the matter, commissioned many young men, to the end that the work might be finished quickly, to paint the little palace that is in the wood of the Belvedere, which was begun in the time of Pope Paul IV with a most beautiful fountain and many ancient statues as ornaments, after an architectural design by Pirro Ligorio. The young men who worked (with great credit to themselves) in that place, were Federigo Barocci of Urbino, a youth of great promise, and Leonardo Cungi and Durante del Nero, both of Borgo San Sepolcro, who executed the apartments of the first floor. At the head of the staircase, which was made in a spiral shape, the first room was painted by Santi Titi, a painter of Florence, who acquitted himself very well; the larger room, which is beside the first, was painted by the above-named Federigo Zucchero, the brother of Taddeo; and the Sclavonian Giovanni dal Carso, a passing good master of grotesques, executed another room beyond it. But, although each of the men named above acquitted himself very well,  nevertheless Federigo surpassed all the others in some stories of Christ that he painted there, such as the Transfiguration, the Marriage of Cana in Galilee, and the Centurion kneeling before Christ. And of two that were still wanting, one was painted by Orazio Sammacchini, a Bolognese painter, and the other by a certain Lorenzo Costa of Mantua. The same Federigo Zucchero painted in that place the little loggia that looks out over the fish-pond. And then he painted a frieze in the principal hall of the Belvedere (to which one ascends by the spiral staircase), with stories of Moses and Pharaoh, beautiful to a marvel; the design for which work, drawn and coloured with his own hand in a most beautiful drawing, Federigo himself gave not long since to the Reverend Don Vincenzio Borghini, who holds it very dear as a drawing by the hand of an excellent painter. In the same place, also, Federigo painted the Angel slaying the first-born in Egypt, availing himself, in order to finish it the quicker, of the help of many of his young men. But when those works came to be valued by certain persons, the labours of Federigo and the others were not rewarded as they should have been, because there are among our craftsmen in Rome, as well as in Florence and everywhere else, some most malignant spirits who, blinded by prejudice and envy, are not able or not willing to recognize the merits of the works of others and the deficiency of their own; and such persons are very often the reason that the young men of fine genius, becoming dismayed, grow cold in their studies and their work. After these works, Federigo painted in the Office of the Ruota, about an escutcheon of Pope Pius IV, two figures larger than life, Justice and Equity, which were much extolled; thus giving time to Taddeo, meanwhile, to attend to the work of Caprarola and the chapel in S. Marcello."
54,
